,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size,Weekly_Sales,markdown,Dep_type,Week
3840,49.9,2.983,132.152129,9.269,0,2,120653,61077.41,0,5,19
3841,32.45,3.103,129.98454840000002,10.148,0,3,158114,110194.79,1,5,51
3853,60.24,3.36,223.6591137,6.832999999999999,0,3,207499,81753.39,1,5,5
3861,85.66,3.571,213.42269590000004,9.285,0,1,41062,62130.57,1,5,33
3870,84.01,2.6189999999999998,215.11995359999997,6.442,0,2,125833,67060.15,0,5,34
3879,67.91,3.787,219.97055989999998,7.244,0,3,184109,115991.77,1,5,12
3880,72.54,3.891,220.1953389,6.989,0,1,39910,63140.2,1,5,15
3892,82.52,3.966,131.043,7.17,0,2,126512,64358.02,1,4,39
3919,65.71,2.8680000000000003,126.1019355,7.9510000000000005,0,3,219622,47808.72,0,3,35
3922,87.0,2.6919999999999997,211.63942110000002,7.787000000000001,0,3,151315,78915.6,0,5,32
3928,86.31,2.6919999999999997,203.5385,9.816,0,1,41062,66522.17,0,5,32
3956,28.84,2.573,126.4962581,8.623,1,3,205863,71040.18,0,5,6
3963,50.93,3.4610000000000003,128.3995,6.51,0,3,205863,142247.17,0,5,10
3967,49.03,3.51,222.02635899999999,6.132000000000001,0,3,202505,105998.11,1,3,7
3968,70.69,2.603,213.19071290000002,7.007000000000001,0,3,202505,47718.53,0,5,39
3970,37.52,3.5380000000000003,129.8051935,6.617000000000001,0,2,93188,77263.11,0,5,44
3980,56.36,3.236,218.1130269,7.441,1,3,202307,69479.79,1,5,47
4028,71.79,3.915,138.11380649999998,8.982999999999999,0,3,203819,48108.86,1,5,22
4059,55.4,4.186,142.93761669999998,8.0,0,3,204184,52031.08,1,5,41
4076,65.06,3.661,192.9982655,8.595,0,3,203007,57827.5,0,5,25
4144,67.17,2.8,190.4688287,9.017000000000001,0,3,203007,58606.25,0,5,37
4152,86.49,3.523,214.48784159999997,8.177,0,3,184109,90941.53,0,5,34
4159,77.7,3.263,130.70129029999998,9.285,0,3,158114,49332.1,1,1,29
4162,73.38,4.151,128.9998667,8.494,0,2,126512,50220.12,0,4,17
4179,82.69,2.793,136.3962643,8.861,0,2,103681,63873.14,0,5,27
4201,86.97,3.886,130.8853548,7.17,0,2,126512,71380.49,1,5,35
4203,64.92,4.158,142.76575,8.238999999999999,0,3,204184,133645.67,1,5,39
4219,42.52,3.7960000000000003,141.01619240000002,8.009,0,3,204184,148553.08,1,5,5
4231,67.63,3.907,215.7339202,7.682,0,3,151315,112581.2,0,5,20
4235,53.04,3.892,185.66846730000003,8.521,0,2,118221,48119.71,0,5,16
4244,70.91,3.353,220.9144005,7.197,0,3,207499,50801.05,0,5,42
4246,71.67,3.2739999999999996,217.0048261,7.441,0,3,202307,141333.41,0,5,41
4250,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,0,3,202307,70639.4,0,3,9
4265,43.38,3.634,137.7398929,8.458,0,2,119557,47726.61,0,5,11
4267,56.47,3.969,192.33085419999998,8.667,0,2,118221,48108.38,1,5,42
4272,53.73,3.862,214.01671319999997,6.961,0,3,203742,89455.06,1,5,11
4277,68.5,2.725,211.5187208,8.163,0,3,202307,62810.47,0,5,42
4287,87.57,3.5239999999999996,214.83686780000002,7.852,0,3,203750,75740.82,0,2,26
4297,86.84,3.935,129.0432,11.081,0,3,206302,54283.68,0,5,24
4303,76.36,3.911,215.21895730000003,7.28,1,3,203742,56353.33,1,4,36
4310,64.05,3.82,136.183129,4.584,0,3,155083,62827.78,0,5,33
4318,49.45,3.112,220.94772450000002,6.551,0,3,202505,76877.4,1,5,51
4324,61.7,2.69,190.09900280000002,9.017000000000001,0,2,70713,49130.22,0,4,31
4344,46.09,2.96,131.8242903,8.326,0,3,203819,50466.14,0,3,11
4351,63.89,3.3080000000000003,219.78971370000002,6.551,0,3,202505,82926.41,1,5,46
4356,51.7,3.2680000000000002,219.6258417,7.057,0,3,202307,65446.39,1,3,3
4365,73.76,3.9160000000000004,139.36375,7.85,0,3,204184,60637.27,0,3,26
4385,68.57,3.8280000000000003,129.8051935,7.874,0,2,126512,51704.42,0,5,44
4391,44.64,3.428,130.07103229999998,11.081,1,2,112238,71062.39,1,3,52
4392,85.51,3.594,216.6314502,6.855,0,3,202505,47933.91,0,5,25
4414,54.81,3.555,220.27594399999998,7.057,0,3,203750,56360.72,1,3,8
4415,54.56,3.542,194.1105017,8.622,0,2,70713,52165.79,0,3,32
4447,38.15,4.021,137.50668969999998,7.943,0,3,203819,69849.65,1,5,10
4467,19.63,3.263,133.3701429,7.907,0,3,152513,61146.81,0,5,7
4506,70.44,3.827,129.6938,11.081,0,2,112238,48764.2,0,5,40
4510,76.67,3.0580000000000003,126.16022579999999,9.524,0,1,39690,57930.37,0,5,21
4525,59.74,3.804,197.5886046,8.09,0,3,203007,63280.75,1,5,21
4529,24.07,3.14,204.63211940000002,7.484,0,3,203742,58966.33,0,2,50
4559,69.11,3.8139999999999996,220.3014485,6.989,0,3,184109,61244.08,1,5,17
4560,86.53,3.637,214.6513538,7.931,0,3,202307,83373.23,0,5,24
4584,57.16,3.6689999999999996,220.6974332,7.057,0,1,42988,56479.18,1,5,10
4599,45.32,3.51,220.42575860000002,7.348,0,3,151315,52872.73,1,4,7
4601,25.17,3.141,204.6376731,7.484,0,3,203742,94610.28,0,5,51
4611,49.45,3.112,220.94772450000002,6.551,0,3,202505,102176.04,1,4,51
4616,56.43,3.236,218.1130269,7.441,1,3,203750,48234.94,1,5,47
4619,88.44,3.554,219.023271,7.567,0,2,37392,93071.53,0,5,33
4626,53.15,2.9210000000000003,181.6620359,8.899,0,3,200898,81292.2,0,5,17
4630,77.76,3.585,197.9290378,7.872000000000001,0,3,203007,60777.0,1,5,29
4672,31.65,3.5660000000000003,136.6432581,7.8660000000000005,1,3,203819,62592.17,1,5,52
4683,68.69,3.8810000000000002,131.108,4.377,0,3,205863,50108.12,1,5,15
4690,64.77,3.798,142.10327759999998,8.876,0,2,103681,51403.51,1,3,21
4700,60.99,3.8480000000000003,214.5485571,7.138999999999999,0,3,203742,74354.01,1,5,20
4702,48.91,3.1719999999999997,218.7147333,7.8660000000000005,0,3,151315,102798.99,1,5,48
4720,71.28,2.835,210.00110180000001,8.2,0,3,202307,115724.51,0,5,18
4726,22.44,2.911,191.4784939,7.2410000000000005,0,3,196321,68510.91,0,5,2
4732,51.14,2.885,135.82725,8.347999999999999,0,2,119557,52295.62,0,5,15
4735,51.3,3.3810000000000002,127.85912900000001,11.081,1,3,206302,93331.82,0,5,6
4736,62.99,3.594,227.01841659999997,5.124,0,3,155078,56048.77,1,5,42
4753,58.2,3.045,212.00635219999998,8.395,0,3,184109,58849.87,0,5,7
4772,60.97,3.6010000000000004,223.01542630000003,6.17,0,3,202307,192455.74,1,5,41
4788,56.48,4.192,138.41312019999998,7.725,0,3,204184,50099.89,0,4,18
4792,61.33,3.2969999999999997,219.5631135,6.551,0,3,202505,51952.03,1,4,45
4797,81.33,3.3930000000000002,220.4494148,6.989,0,3,184109,114874.28,1,5,24
4811,81.53,3.57,129.2832581,6.877000000000001,0,3,219622,124570.63,0,5,34
4813,46.11,2.548,209.9970208,8.554,1,1,39910,89384.14,0,5,6
4836,58.54,3.332,219.4000812,6.551,0,3,202505,77299.03,0,5,44
4848,89.8,3.803,129.1846452,8.257,0,2,126512,84428.19,0,5,31
4876,24.21,3.23,128.26475,6.8660000000000005,0,2,93188,49332.0,0,5,9
4882,70.15,3.127,126.2898,11.081,0,3,206302,76020.92,0,5,18
4941,57.19,4.202,134.6803871,7.6579999999999995,0,2,123737,58775.69,0,5,20
4944,78.62,3.9330000000000003,129.0623548,8.494,0,2,126512,85991.39,0,5,21
4959,65.65,3.815,135.4468,4.584,0,2,114533,61812.21,0,5,26
4985,60.68,3.76,129.8364,7.874,1,2,126512,61559.94,1,2,47
5017,66.42,2.815,204.4650559,7.527,0,2,128107,58928.15,0,5,26
5028,64.1,2.667,214.70276459999997,7.367999999999999,0,3,207499,56462.87,0,5,10
5042,70.93,4.202,129.089,11.081,0,3,206302,91458.09,0,5,19
5050,70.24,2.7230000000000003,190.2611552,7.335,0,3,196321,51291.33,0,5,32
5053,80.37,3.187,130.7196333,4.377,0,3,205863,64176.47,1,5,27
5063,48.85,3.793,131.03754840000002,5.965,0,3,219622,78998.4,1,5,14
5100,39.75,2.5140000000000002,210.9451605,8.324,0,3,203750,71696.15,0,5,7
5112,47.27,3.53,210.9810201,7.082000000000001,0,3,203742,89895.89,1,5,45
5115,83.8,3.0869999999999997,126.1019355,9.199,0,2,126512,48197.28,0,5,35
5131,55.5,2.7710000000000004,210.65429,8.476,0,3,184109,48166.65,0,2,46
5143,83.8,3.0869999999999997,126.1019355,9.199,0,2,126512,118055.84,0,3,35
5150,45.25,4.143,137.79709680000002,8.982999999999999,0,3,203819,97854.76,1,5,14
5165,81.21,2.577,211.53124790000004,7.787000000000001,0,3,151315,60555.12,0,5,35
5202,56.53,4.1530000000000005,142.8633629,8.0,0,3,204184,101088.31,1,5,42
5203,89.64,3.533,215.4508632,7.852,0,3,202307,156168.3,0,5,35
5204,37.33,3.4330000000000003,206.91534850000002,7.343,0,3,203742,86083.51,0,5,9
5205,93.19,3.1289999999999996,126.08929029999999,11.081,0,2,112238,50761.48,0,3,34
5207,21.33,2.7880000000000003,131.52790320000003,9.202,0,2,120653,48324.54,0,5,5
5222,79.14,3.263,130.70129029999998,4.377,0,3,205863,73402.68,1,3,29
5228,88.65,3.533,214.55168959999997,8.177,0,3,184109,88695.87,0,5,35
5232,35.8,3.585,140.64613590000002,8.009,0,3,204184,49986.32,1,5,1
5262,52.7,3.4589999999999996,213.7646401,8.027999999999999,0,3,202307,57030.11,0,5,10
5272,58.2,3.045,212.00635219999998,8.395,0,3,184109,60571.63,0,5,7
5274,89.67,3.057,126.11190320000001,9.524,0,2,126512,50826.28,0,5,23
5282,33.4,2.6839999999999997,189.73720749999998,7.541,0,3,196321,71871.54,0,5,10
5292,83.21,3.4760000000000004,130.7561613,4.377,0,3,205863,73428.01,1,2,32
5294,55.13,3.795,192.83656509999997,8.595,0,3,203007,61760.02,0,5,21
5306,46.53,3.112,132.152129,8.185,0,3,203819,97732.01,0,5,19
5317,53.35,3.43,127.99525,11.081,0,3,206302,53466.88,0,5,7
5357,73.4,3.742,142.1095438,8.876,0,2,103681,76321.27,1,4,22
5366,75.48,3.08,126.3266774,9.003,0,1,39690,53680.7,0,5,41
5379,21.52,3.255,133.260871,5.114,1,2,114533,49352.31,0,5,6
5388,58.65,3.997,215.7367162,7.28,0,3,203742,158539.12,1,5,39
5399,63.93,2.633,211.74675440000001,7.837999999999999,0,3,151315,78810.39,0,5,40
5406,42.52,3.7960000000000003,141.01619240000002,8.009,0,3,204184,70187.17,1,5,5
5419,37.25,3.4930000000000003,130.4546207,9.652999999999999,0,3,158114,50097.48,1,5,7
5420,64.94,2.719,212.33228050000002,7.0920000000000005,0,3,202505,51797.78,0,5,13
5427,62.39,3.801,131.02877420000002,5.965,0,3,219622,55174.88,1,3,21
5436,59.6,3.57,187.78461969999998,8.523,0,3,200898,50119.94,0,5,42
5438,65.29,3.0039999999999996,126.60190320000001,9.524,0,2,126512,135260.84,0,3,14
5440,41.76,3.158,218.605037,7.441,0,3,202307,105859.41,1,5,49
5470,59.15,3.125,126.87948390000001,9.003,0,1,39690,87761.49,0,5,50
5480,75.31,2.8539999999999996,126.08929029999999,7.9510000000000005,0,3,219622,51229.9,0,5,34
5481,84.13,2.637,214.78582590000002,7.343,0,3,207499,72328.52,0,5,24
5490,34.14,2.983,211.1176713,8.027999999999999,0,3,203750,69318.76,0,2,2
5495,37.21,3.095,196.5458309,6.5889999999999995,0,3,196321,48610.03,1,5,1
5503,73.88,3.8810000000000002,185.64869230000002,8.521,0,3,200898,66182.24,0,5,23
5518,62.76,3.488,214.3627114,7.742000000000001,0,3,151315,80618.9,0,5,11
5533,69.27,2.8989999999999996,182.04641809999998,8.899,0,3,200898,57673.53,0,5,21
5540,44.34,2.938,136.7862258,8.572000000000001,0,2,119557,57168.39,0,3,44
5558,71.73,2.725,210.62714440000002,8.476,0,3,184109,95833.74,0,5,42
5572,25.9,3.3360000000000003,132.81503229999998,8.275,1,3,203819,81457.73,0,5,52
5584,40.19,2.572,210.75260530000003,8.324,0,3,202307,143002.81,0,5,5
5595,83.4,3.648,214.69649080000002,7.931,0,3,202307,93819.9,0,5,23
5597,55.73,3.722,130.38490320000002,7.545,1,1,39690,63003.24,1,5,6
5602,58.47,3.61,131.14996770000002,8.839,0,3,158114,75334.29,1,5,42
5622,88.7,2.6639999999999997,211.25965860000002,8.099,0,3,202307,74005.2,0,5,33
5631,35.52,3.445,136.53351609999999,8.471,0,2,120653,58094.44,1,5,50
5666,66.74,2.966,203.6101784,7.856,0,3,203742,67736.9,0,2,18
5671,83.83,3.3110000000000004,213.32191239999997,9.285,0,1,41062,49845.76,1,2,29
5674,64.47,4.003,128.8238065,11.081,0,2,112238,74872.99,0,5,14
5690,84.57,3.9810000000000003,129.0357097,8.494,0,2,126512,58559.51,0,5,23
5694,37.08,3.6660000000000004,136.753,7.943,0,3,203819,67903.93,1,5,2
5716,50.38,3.6189999999999998,130.6457931,4.607,0,3,205863,77969.05,1,5,9
5727,42.27,3.389,188.92997519999997,8.523,0,2,118221,55615.85,1,5,51
5736,64.99,3.858,136.4195,7.806,0,3,203819,49291.39,0,5,39
5768,46.65,3.7960000000000003,137.7398929,7.827000000000001,0,3,204184,66472.12,0,5,11
5776,85.61,3.786,218.8860765,7.574,0,3,207499,56841.95,0,3,21
5800,29.81,2.781,191.14301890000002,7.507999999999999,0,3,196321,64103.5,0,5,51
5805,82.1,3.452,225.25214580000002,6.664,0,3,207499,82843.0,1,5,23
5807,78.62,3.9330000000000003,129.0623548,8.494,0,2,126512,104625.35,0,5,21
5811,42.95,3.245,206.3694701,7.343,0,3,203742,50100.55,0,5,7
5814,73.65,3.7710000000000004,129.0623548,5.946000000000001,0,3,205863,138104.79,0,5,21
5818,88.64,3.575,215.9250696,6.529,0,2,34875,48556.73,0,5,28
5830,57.62,3.8819999999999997,130.6457931,7.545,0,2,126512,114250.41,1,5,9
5845,68.44,3.145,126.20854840000001,11.081,0,3,206302,54962.42,0,5,19
5875,81.55,3.5010000000000003,225.25183130000002,6.664,0,2,37392,84497.85,1,5,22
5887,51.51,3.016,215.1268275,7.551,0,3,207499,54723.25,0,5,3
5893,87.02,3.48,207.1152738,10.640999999999998,0,1,41062,86077.17,0,5,27
5899,91.59,3.6630000000000003,129.2832581,8.257,0,2,126512,70091.05,0,5,34
5902,25.17,3.141,204.6376731,7.484,0,3,203742,72574.25,0,2,51
5907,53.14,3.1719999999999997,217.42292059999997,7.716,0,3,184109,57179.37,1,5,48
5943,39.39,3.051,191.9178331,7.2410000000000005,0,3,196321,110367.78,0,5,7
5952,41.76,3.065,132.9783226,8.275,0,3,203819,74649.84,0,5,45
5994,59.74,3.804,197.5886046,8.09,0,3,203007,89922.66,1,5,21
6025,46.12,2.9019999999999997,203.6905586,7.856,0,2,128107,49240.7,0,5,16
6059,91.44,3.533,219.1501106,7.567,0,3,207499,73949.57,0,5,35
6060,35.92,3.103,129.98454840000002,5.143,0,3,205863,87314.12,1,5,51
6075,61.77,3.43,127.99525,8.744,0,1,39690,58182.13,0,5,7
6088,48.71,3.492,188.3504,8.523,1,3,200898,67147.04,1,5,47
6091,30.35,3.705,140.8086118,8.009,0,3,204184,154184.36,1,5,3
6096,39.34,2.98,127.19177420000001,6.51,0,3,205863,90467.13,0,5,1
6106,82.35,3.227,222.4714336,5.603,0,2,34875,63947.14,1,5,27
6131,81.47,3.523,129.2832581,5.644,0,3,205863,63101.1,0,5,34
6136,48.89,2.625,211.9071653,6.566,0,2,34875,51942.16,0,5,9
6139,85.72,3.594,214.7441108,7.931,0,3,203750,53493.13,0,5,25
6145,75.27,2.924,132.5825806,8.117,0,3,203819,106618.09,0,5,29
6150,40.68,3.4130000000000003,140.4700795,8.745,0,2,103681,64143.74,1,4,50
6153,54.68,3.889,141.6269332,7.502999999999999,0,2,119557,55225.95,1,5,12
6172,32.61,3.826,137.1666774,7.943,1,3,203819,100762.72,1,5,6
6184,86.37,3.407,221.5785461,6.565,0,3,202307,64931.05,1,5,30
6195,50.53,3.489,129.8980645,7.874,0,2,126512,53715.95,1,2,50
6210,91.57,3.417,221.58697990000002,6.565,0,3,203750,60781.78,1,5,31
6221,74.57,3.64,129.0357097,10.581,0,3,158114,75270.95,0,5,23
6230,48.91,3.1719999999999997,218.7147333,7.8660000000000005,0,3,151315,98037.09,1,5,48
6255,41.48,2.819,126.6050645,8.316,0,3,219622,76888.06,0,5,12
6258,68.66,4.449,131.14996770000002,10.199,0,2,112238,72884.73,1,5,42
6260,86.43,3.5239999999999996,218.54670519999996,7.567,0,3,207499,53100.01,0,5,26
6272,83.49,2.935,126.11399999999999,9.524,0,2,126512,97333.67,0,5,24
6287,76.0,4.0760000000000005,142.500303,8.238999999999999,1,3,204184,86747.98,1,5,36
6292,45.85,2.762,190.9070184,6.986000000000001,0,2,57197,91337.02,0,4,42
6298,40.6,3.022,127.58003229999998,6.51,0,3,205863,127101.39,0,5,4
6300,66.01,4.069,134.85516130000002,7.6579999999999995,0,3,203819,48104.11,0,5,22
6314,66.69,2.7,189.422658,8.963,0,3,203007,48701.05,0,4,22
6321,70.31,2.885,136.55701499999998,7.982,0,3,204184,77388.49,0,3,34
6339,86.18,2.637,211.10965430000002,8.2,0,3,203750,114898.99,0,5,24
6350,41.74,2.983,210.2379731,8.395,0,3,184109,74027.41,0,5,2
6351,32.99,3.445,136.53351609999999,4.42,0,2,114533,79430.57,1,2,50
6354,35.42,2.753,131.686,9.202,0,2,120653,84118.68,0,3,8
6371,91.46,3.6839999999999997,217.08398939999998,6.925,0,3,202505,49708.7,0,2,31
6402,59.85,2.8710000000000004,126.1360645,8.107000000000001,0,3,219622,64003.12,0,4,22
6418,77.47,3.7489999999999997,213.11258569999998,9.575,0,1,41062,67654.08,1,5,18
6430,58.54,3.332,219.4000812,6.551,0,3,202505,55338.72,0,5,44
6459,64.52,2.735,211.74843330000002,7.837999999999999,1,3,151315,61809.29,0,2,47
6465,72.97,3.9419999999999997,140.12892050000002,7.85,0,3,204184,60966.2,0,5,33
6481,80.62,3.5260000000000002,215.6944378,7.852,0,3,203750,74546.26,0,2,37
6488,65.74,2.87,126.11458059999998,7.9510000000000005,1,3,219622,66092.87,0,5,36
6498,36.99,3.605,137.5017028,7.827000000000001,0,3,204184,75821.3,0,5,9
6506,47.76,3.486,197.0457208,6.5889999999999995,0,3,196321,111639.65,1,5,11
6513,83.59,2.64,211.0264684,8.099,0,1,42988,48983.1,0,5,30
6537,82.33,3.8110000000000004,186.2177885,8.625,0,3,200898,154140.9,0,5,29
6544,70.27,3.698,129.77064520000002,7.874,0,2,126512,48705.98,0,5,41
6545,69.31,2.717,136.6297571,8.572000000000001,0,2,119557,50734.4,0,5,39
6546,29.98,2.667,126.55228570000001,8.316,0,3,219622,84627.53,0,5,8
6574,80.42,3.537,130.7195806,5.765,0,3,219622,78806.46,1,5,30
6606,52.65,2.741,126.5461613,7.127000000000001,0,3,205863,131724.27,0,5,45
6623,35.34,3.263,137.25118490000003,8.458,0,2,119557,54166.06,0,5,7
6653,74.29,3.0060000000000002,136.21816819999998,8.058,0,3,204184,68955.63,0,5,22
6658,72.3,2.958,132.4976,8.185,0,3,203819,102952.33,0,5,25
6672,21.68,3.367,132.9510645,7.771,0,3,203819,80636.52,0,5,2
6692,64.13,2.773,190.36216069999998,7.335,0,3,196321,49185.91,0,5,35
6699,78.26,2.9330000000000003,136.41798269999998,7.982,0,3,204184,54433.5,0,5,28
6712,77.2,3.647,191.16556640000002,8.684,0,3,200898,109767.88,1,5,30
6718,62.32,3.488,214.0156238,8.027999999999999,0,3,202307,76017.77,0,5,11
6725,64.22,3.63,128.3995,8.744,0,1,39690,67921.78,0,5,10
6750,67.41,3.8510000000000004,135.26526669999998,8.975,0,2,120653,61012.55,0,5,25
6763,57.85,2.6889999999999996,211.61350530000004,8.163,0,3,202307,80115.03,0,5,44
6785,75.93,3.917,128.9553,8.494,0,2,126512,114309.08,0,3,16
6790,24.82,3.341,129.8555333,6.077999999999999,0,1,39910,48044.97,1,5,49
6795,69.27,2.8989999999999996,182.04641809999998,8.899,0,3,200898,61288.41,0,5,21
6810,55.31,3.362,129.7936774,5.143,0,3,205863,58326.85,0,5,43
6815,74.22,3.784,139.5442083,8.023,0,2,119557,65333.19,0,5,27
6820,69.24,2.603,211.3298742,8.163,0,3,202307,137781.63,0,5,39
6839,61.05,4.0889999999999995,128.91073329999998,8.494,0,2,126512,60626.22,0,4,15
6853,76.68,3.5780000000000003,129.2405806,6.877000000000001,0,3,219622,147497.03,0,5,33
6859,47.74,2.85,181.86575369999997,8.899,0,3,200898,122656.21,0,5,13
6863,84.05,3.417,220.6319358,6.622999999999999,0,3,184109,111969.14,1,5,31
6864,47.21,3.6660000000000004,136.49093330000002,8.454,0,3,203819,63520.35,1,5,48
6892,54.42,3.864,131.03754840000002,9.575,0,3,158114,52606.09,1,1,14
6894,72.66,3.372,221.08018419999996,7.197,0,3,207499,74198.61,0,5,43
6911,42.7,3.667,130.7413793,9.652999999999999,0,3,158114,73793.05,1,5,10
6918,84.62,2.562,210.3292106,8.36,0,3,39910,57101.66,0,2,34
6933,65.74,2.87,126.11458059999998,7.9510000000000005,1,3,219622,102601.69,0,5,36
6934,36.0,2.91,135.5195191,8.237,0,3,204184,55897.4,0,2,8
6942,48.17,3.0580000000000003,127.99525,6.51,0,3,205863,68019.7,0,5,7
6962,72.3,2.958,132.4976,8.185,0,3,203819,56252.36,0,3,25
7049,23.69,3.391,133.0285161,8.252,0,3,203819,50148.2,0,3,3
7059,52.27,4.178,130.6457931,11.081,0,2,112238,83119.53,1,5,9
7066,47.2,4.0,216.1150568,7.292999999999999,0,3,203742,86235.61,1,5,41
7080,75.2,3.827,139.70063249999998,8.023,0,2,119557,47583.96,0,3,28
7088,39.0,3.7510000000000003,141.30078569999998,7.502999999999999,0,2,119557,52433.49,1,5,8
7113,33.19,3.022,212.59286239999997,8.027999999999999,1,3,202307,106706.53,0,5,6
7114,70.59,2.7310000000000003,190.32849219999997,7.335,0,3,196321,101431.97,0,5,34
7138,80.21,3.5460000000000003,217.3980304,6.925,1,3,202505,54968.33,0,5,36
7142,45.66,2.5140000000000002,210.04510240000002,8.554,0,1,39910,47701.8,0,5,7
7143,50.58,3.702,130.3496774,11.081,0,2,112238,50339.98,1,5,5
7182,30.54,3.109,182.5519538,8.724,0,3,200898,221013.44,0,5,49
7203,48.09,3.707,130.82619350000002,9.652999999999999,0,3,158114,52276.9,1,1,11
7217,73.6,2.603,214.9846548,7.564,0,2,37392,128664.34,0,5,39
7223,52.27,4.178,130.6457931,11.081,0,1,39690,95472.05,1,5,9
7233,41.64,3.415,211.86678560000001,7.082000000000001,0,3,203742,120430.06,1,3,49
7251,82.98,3.617,129.2015806,5.644,0,3,205863,95162.69,0,5,32
7257,76.01,2.779,182.6165205,8.743,0,2,118221,49330.08,0,5,33
7261,77.02,4.058,131.136,7.382000000000001,0,2,126512,100777.93,1,5,18
7266,70.93,4.202,129.089,11.081,0,2,112238,48757.09,0,5,19
7269,58.21,4.046,185.9374378,8.521,0,3,200898,113350.01,0,5,18
7278,83.11,3.5260000000000002,214.79341110000001,8.177,0,3,184109,64849.08,0,5,37
7280,44.61,3.07,136.6895714,8.572000000000001,1,2,119557,80992.83,0,4,47
7297,38.89,3.445,129.8364,6.392,1,3,219622,78469.51,1,2,47
7332,77.17,2.784,182.5320862,8.743,0,3,200898,61959.75,0,5,31
7342,24.36,2.7880000000000003,135.3524608,8.283,0,2,119557,59542.69,0,5,5
7368,31.05,2.909,131.637,8.326,0,3,203819,100671.03,0,3,7
7384,69.88,3.6010000000000004,222.0510793,6.228,0,3,184109,57577.34,1,5,41
7397,40.19,3.389,212.2360401,7.082000000000001,0,3,203742,115564.67,1,5,51
7402,75.13,3.688,225.23514959999997,6.664,0,3,207499,52750.05,1,5,19
7409,60.22,4.202,138.587106,7.725,0,3,204184,73245.1,0,5,20
7437,55.73,3.722,130.38490320000002,7.545,1,2,126512,105353.61,1,5,6
7464,58.62,2.72,209.98032080000002,8.554,0,3,184109,89430.63,0,5,11
7491,25.64,3.1319999999999997,132.6764,9.331,0,2,120653,58493.14,0,4,49
7525,51.29,2.886,211.06465989999998,8.163,0,3,203750,68333.93,0,2,51
7533,85.77,3.6510000000000002,215.4222784,7.962000000000001,0,3,151315,118968.09,0,5,29
7553,76.03,4.171,131.136,11.081,0,1,39690,57025.75,1,5,18
7556,70.92,3.995,136.144129,7.806,0,3,203819,54733.18,0,3,32
7572,90.07,3.523,217.27065430000002,6.925,0,3,202505,51563.95,0,5,34
7577,83.59,3.699,214.01628050000002,8.3,0,3,184109,79003.57,0,5,22
7584,66.33,2.8080000000000003,209.2691428,8.464,0,3,184109,59169.27,0,5,15
7597,63.43,2.8369999999999997,132.76193329999998,8.099,0,3,203819,104894.83,0,5,38
7619,47.55,2.8689999999999998,211.06454580000002,8.163,0,3,202307,139890.37,0,3,50
7620,71.74,3.6660000000000004,131.043,4.377,0,3,205863,71792.99,1,2,39
7632,81.12,3.452,220.43570730000002,6.989,0,3,184109,65889.97,1,2,23
7637,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,0,3,151315,53981.14,1,5,28
7641,79.78,2.612,126.1283548,7.372000000000001,0,3,205863,70436.16,0,5,29
7672,67.05,2.77,132.6932258,9.342,0,2,120653,81475.84,0,5,34
7683,68.4,4.1930000000000005,129.04443329999998,11.081,0,3,206302,51294.15,0,5,18
7685,70.83,2.701,126.1360645,7.896,0,3,205863,72193.72,0,5,22
